well,Number,BioRep,Time,OD,Species,Strain,Batch
E4,3,B,23.5,0.516,Gardnerella piotii,JCP8066,1A1
E4,3,B,24,0.517,Gardnerella piotii,JCP8066,1A1
F4,3,B,0,0.099,Gardnerella piotii,JCP8066,1A1
F4,3,B,0.5,0.099,Gardnerella piotii,JCP8066,1A1
F4,3,B,1,0.105,Gardnerella piotii,JCP8066,1A1
F4,3,B,1.5,0.114,Gardnerella piotii,JCP8066,1A1
F4,3,B,2,0.124,Gardnerella piotii,JCP8066,1A1
F4,3,B,2.5,0.135,Gardnerella piotii,JCP8066,1A1
F4,3,B,3,0.148,Gardnerella piotii,JCP8066,1A1
F4,3,B,3.5,0.168,Gardnerella piotii,JCP8066,1A1
F4,3,B,4,0.195,Gardnerella piotii,JCP8066,1A1
F4,3,B,4.5,0.231,Gardnerella piotii,JCP8066,1A1
F4,3,B,5,0.269,Gardnerella piotii,JCP8066,1A1
F4,3,B,5.5,0.313,Gardnerella piotii,JCP8066,1A1
F4,3,B,6,0.335,Gardnerella piotii,JCP8066,1A1
F4,3,B,6.5,0.37,Gardnerella piotii,JCP8066,1A1
F4,3,B,7,0.383,Gardnerella piotii,JCP8066,1A1
F4,3,B,7.5,0.4,Gardnerella piotii,JCP8066,1A1
F4,3,B,8,0.41,Gardnerella piotii,JCP8066,1A1
F4,3,B,8.5,0.423,Gardnerella piotii,JCP8066,1A1
F4,3,B,9,0.43,Gardnerella piotii,JCP8066,1A1
F4,3,B,9.5,0.44,Gardnerella piotii,JCP8066,1A1
F4,3,B,10,0.452,Gardnerella piotii,JCP8066,1A1
F4,3,B,10.5,0.461,Gardnerella piotii,JCP8066,1A1
F4,3,B,11,0.469,Gardnerella piotii,JCP8066,1A1
F4,3,B,11.5,0.478,Gardnerella piotii,JCP8066,1A1
F4,3,B,12,0.482,Gardnerella piotii,JCP8066,1A1
F4,3,B,12.5,0.489,Gardnerella piotii,JCP8066,1A1
F4,3,B,13,0.493,Gardnerella piotii,JCP8066,1A1
F4,3,B,13.5,0.497,Gardnerella piotii,JCP8066,1A1
F4,3,B,14,0.498,Gardnerella piotii,JCP8066,1A1
F4,3,B,14.5,0.499,Gardnerella piotii,JCP8066,1A1
F4,3,B,15,0.5,Gardnerella piotii,JCP8066,1A1
F4,3,B,15.5,0.501,Gardnerella piotii,JCP8066,1A1
F4,3,B,16,0.502,Gardnerella piotii,JCP8066,1A1
F4,3,B,16.5,0.502,Gardnerella piotii,JCP8066,1A1
F4,3,B,17,0.501,Gardnerella piotii,JCP8066,1A1
F4,3,B,17.5,0.498,Gardnerella piotii,JCP8066,1A1
F4,3,B,18,0.499,Gardnerella piotii,JCP8066,1A1
F4,3,B,18.5,0.499,Gardnerella piotii,JCP8066,1A1
F4,3,B,19,0.5,Gardnerella piotii,JCP8066,1A1
F4,3,B,19.5,0.504,Gardnerella piotii,JCP8066,1A1
F4,3,B,20,0.506,Gardnerella piotii,JCP8066,1A1
F4,3,B,20.5,0.507,Gardnerella piotii,JCP8066,1A1
F4,3,B,21,0.509,Gardnerella piotii,JCP8066,1A1
F4,3,B,21.5,0.508,Gardnerella piotii,JCP8066,1A1
F4,3,B,22,0.506,Gardnerella piotii,JCP8066,1A1
F4,3,B,22.5,0.507,Gardnerella piotii,JCP8066,1A1
F4,3,B,23,0.506,Gardnerella piotii,JCP8066,1A1
F4,3,B,23.5,0.507,Gardnerella piotii,JCP8066,1A1
F4,3,B,24,0.507,Gardnerella piotii,JCP8066,1A1
G4,3,B,0,0.097,Gardnerella piotii,JCP8066,1A1
G4,3,B,0.5,0.101,Gardnerella piotii,JCP8066,1A1
G4,3,B,1,0.106,Gardnerella piotii,JCP8066,1A1
G4,3,B,1.5,0.116,Gardnerella piotii,JCP8066,1A1
G4,3,B,2,0.128,Gardnerella piotii,JCP8066,1A1
G4,3,B,2.5,0.138,Gardnerella piotii,JCP8066,1A1
G4,3,B,3,0.152,Gardnerella piotii,JCP8066,1A1
G4,3,B,3.5,0.172,Gardnerella piotii,JCP8066,1A1
G4,3,B,4,0.196,Gardnerella piotii,JCP8066,1A1
G4,3,B,4.5,0.228,Gardnerella piotii,JCP8066,1A1
G4,3,B,5,0.254,Gardnerella piotii,JCP8066,1A1
G4,3,B,5.5,0.318,Gardnerella piotii,JCP8066,1A1
G4,3,B,6,0.338,Gardnerella piotii,JCP8066,1A1
G4,3,B,6.5,0.368,Gardnerella piotii,JCP8066,1A1
G4,3,B,7,0.388,Gardnerella piotii,JCP8066,1A1
G4,3,B,7.5,0.41,Gardnerella piotii,JCP8066,1A1
G4,3,B,8,0.416,Gardnerella piotii,JCP8066,1A1
G4,3,B,8.5,0.42,Gardnerella piotii,JCP8066,1A1
G4,3,B,9,0.431,Gardnerella piotii,JCP8066,1A1
G4,3,B,9.5,0.436,Gardnerella piotii,JCP8066,1A1
G4,3,B,10,0.454,Gardnerella piotii,JCP8066,1A1
G4,3,B,10.5,0.457,Gardnerella piotii,JCP8066,1A1
G4,3,B,11,0.464,Gardnerella piotii,JCP8066,1A1
G4,3,B,11.5,0.48,Gardnerella piotii,JCP8066,1A1
G4,3,B,12,0.485,Gardnerella piotii,JCP8066,1A1
G4,3,B,12.5,0.491,Gardnerella piotii,JCP8066,1A1
G4,3,B,13,0.494,Gardnerella piotii,JCP8066,1A1
G4,3,B,13.5,0.5,Gardnerella piotii,JCP8066,1A1
G4,3,B,14,0.502,Gardnerella piotii,JCP8066,1A1
G4,3,B,14.5,0.502,Gardnerella piotii,JCP8066,1A1
G4,3,B,15,0.502,Gardnerella piotii,JCP8066,1A1
G4,3,B,15.5,0.5,Gardnerella piotii,JCP8066,1A1
G4,3,B,16,0.503,Gardnerella piotii,JCP8066,1A1
G4,3,B,16.5,0.502,Gardnerella piotii,JCP8066,1A1
G4,3,B,17,0.499,Gardnerella piotii,JCP8066,1A1
G4,3,B,17.5,0.493,Gardnerella piotii,JCP8066,1A1
G4,3,B,18,0.504,Gardnerella piotii,JCP8066,1A1
G4,3,B,18.5,0.507,Gardnerella piotii,JCP8066,1A1
G4,3,B,19,0.5,Gardnerella piotii,JCP8066,1A1
G4,3,B,19.5,0.503,Gardnerella piotii,JCP8066,1A1
G4,3,B,20,0.5,Gardnerella piotii,JCP8066,1A1
G4,3,B,20.5,0.499,Gardnerella piotii,JCP8066,1A1
G4,3,B,21,0.5,Gardnerella piotii,JCP8066,1A1
G4,3,B,21.5,0.495,Gardnerella piotii,JCP8066,1A1
G4,3,B,22,0.495,Gardnerella piotii,JCP8066,1A1
G4,3,B,22.5,0.501,Gardnerella piotii,JCP8066,1A1
G4,3,B,23,0.503,Gardnerella piotii,JCP8066,1A1
G4,3,B,23.5,0.504,Gardnerella piotii,JCP8066,1A1
G4,3,B,24,0.504,Gardnerella piotii,JCP8066,1A1
H4,3,B,0,0.098,Gardnerella piotii,JCP8066,1A1
H4,3,B,0.5,0.105,Gardnerella piotii,JCP8066,1A1
H4,3,B,1,0.108,Gardnerella piotii,JCP8066,1A1
H4,3,B,1.5,0.117,Gardnerella piotii,JCP8066,1A1
H4,3,B,2,0.129,Gardnerella piotii,JCP8066,1A1
H4,3,B,2.5,0.137,Gardnerella piotii,JCP8066,1A1
H4,3,B,3,0.152,Gardnerella piotii,JCP8066,1A1
H4,3,B,3.5,0.171,Gardnerella piotii,JCP8066,1A1
H4,3,B,4,0.204,Gardnerella piotii,JCP8066,1A1
H4,3,B,4.5,0.237,Gardnerella piotii,JCP8066,1A1
H4,3,B,5,0.282,Gardnerella piotii,JCP8066,1A1
H4,3,B,5.5,0.335,Gardnerella piotii,JCP8066,1A1
H4,3,B,6,0.365,Gardnerella piotii,JCP8066,1A1
H4,3,B,6.5,0.397,Gardnerella piotii,JCP8066,1A1
H4,3,B,7,0.427,Gardnerella piotii,JCP8066,1A1
H4,3,B,7.5,0.465,Gardnerella piotii,JCP8066,1A1
H4,3,B,8,0.489,Gardnerella piotii,JCP8066,1A1
H4,3,B,8.5,0.49,Gardnerella piotii,JCP8066,1A1
H4,3,B,9,0.507,Gardnerella piotii,JCP8066,1A1
H4,3,B,9.5,0.517,Gardnerella piotii,JCP8066,1A1
H4,3,B,10,0.528,Gardnerella piotii,JCP8066,1A1
H4,3,B,10.5,0.526,Gardnerella piotii,JCP8066,1A1
H4,3,B,11,0.53,Gardnerella piotii,JCP8066,1A1
H4,3,B,11.5,0.527,Gardnerella piotii,JCP8066,1A1
H4,3,B,12,0.527,Gardnerella piotii,JCP8066,1A1
H4,3,B,12.5,0.529,Gardnerella piotii,JCP8066,1A1
H4,3,B,13,0.536,Gardnerella piotii,JCP8066,1A1
H4,3,B,13.5,0.562,Gardnerella piotii,JCP8066,1A1
H4,3,B,14,0.567,Gardnerella piotii,JCP8066,1A1
H4,3,B,14.5,0.576,Gardnerella piotii,JCP8066,1A1
H4,3,B,15,0.589,Gardnerella piotii,JCP8066,1A1
H4,3,B,15.5,0.585,Gardnerella piotii,JCP8066,1A1
H4,3,B,16,0.581,Gardnerella piotii,JCP8066,1A1
H4,3,B,16.5,0.584,Gardnerella piotii,JCP8066,1A1
H4,3,B,17,0.595,Gardnerella piotii,JCP8066,1A1
H4,3,B,17.5,0.596,Gardnerella piotii,JCP8066,1A1
H4,3,B,18,0.59,Gardnerella piotii,JCP8066,1A1
H4,3,B,18.5,0.59,Gardnerella piotii,JCP8066,1A1
H4,3,B,19,0.586,Gardnerella piotii,JCP8066,1A1
H4,3,B,19.5,0.588,Gardnerella piotii,JCP8066,1A1
H4,3,B,20,0.587,Gardnerella piotii,JCP8066,1A1
H4,3,B,20.5,0.588,Gardnerella piotii,JCP8066,1A1
H4,3,B,21,0.584,Gardnerella piotii,JCP8066,1A1
H4,3,B,21.5,0.584,Gardnerella piotii,JCP8066,1A1
H4,3,B,22,0.582,Gardnerella piotii,JCP8066,1A1
H4,3,B,22.5,0.583,Gardnerella piotii,JCP8066,1A1
H4,3,B,23,0.587,Gardnerella piotii,JCP8066,1A1
H4,3,B,23.5,0.584,Gardnerella piotii,JCP8066,1A1
H4,3,B,24,0.584,Gardnerella piotii,JCP8066,1A1
A5,4,A,0,0.095,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,0.5,0.101,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,1,0.109,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,1.5,0.116,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,2,0.126,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,2.5,0.132,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,3,0.143,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,3.5,0.156,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,4,0.172,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,4.5,0.19,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,5,0.209,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,5.5,0.228,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,6,0.245,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,6.5,0.264,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,7,0.278,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,7.5,0.29,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,8,0.301,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,8.5,0.313,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,9,0.322,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,9.5,0.334,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,10,0.344,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,10.5,0.355,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,11,0.362,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,11.5,0.371,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,12,0.378,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,12.5,0.385,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,13,0.389,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,13.5,0.394,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,14,0.399,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,14.5,0.404,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,15,0.405,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,15.5,0.411,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,16,0.415,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,16.5,0.418,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,17,0.419,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,17.5,0.425,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,18,0.427,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,18.5,0.429,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,19,0.444,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,19.5,0.441,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,20,0.441,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,20.5,0.44,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,21,0.447,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,21.5,0.451,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,22,0.455,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,22.5,0.46,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,23,0.464,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,23.5,0.463,Gardnerella sp. 3,JCP8017B,1A1
A5,4,A,24,0.468,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,0,0.096,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,0.5,0.1,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,1,0.105,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,1.5,0.111,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,2,0.121,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,2.5,0.13,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,3,0.138,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,3.5,0.15,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,4,0.168,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,4.5,0.189,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,5,0.214,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,5.5,0.239,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,6,0.257,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,6.5,0.282,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,7,0.297,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,7.5,0.309,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,8,0.321,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,8.5,0.33,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,9,0.337,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,9.5,0.345,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,10,0.351,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,10.5,0.361,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,11,0.368,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,11.5,0.377,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,12,0.384,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,12.5,0.39,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,13,0.396,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,13.5,0.404,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,14,0.408,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,14.5,0.413,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,15,0.415,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,15.5,0.42,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,16,0.424,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,16.5,0.424,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,17,0.43,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,17.5,0.433,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,18,0.436,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,18.5,0.443,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,19,0.442,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,19.5,0.447,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,20,0.446,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,20.5,0.449,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,21,0.452,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,21.5,0.452,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,22,0.45,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,22.5,0.453,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,23,0.455,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,23.5,0.457,Gardnerella sp. 3,JCP8017B,1A1
B5,4,A,24,0.46,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,0,0.101,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,0.5,0.099,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,1,0.104,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,1.5,0.113,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,2,0.124,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,2.5,0.135,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,3,0.147,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,3.5,0.162,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,4,0.181,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,4.5,0.202,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,5,0.219,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,5.5,0.237,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,6,0.255,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,6.5,0.28,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,7,0.302,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,7.5,0.306,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,8,0.315,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,8.5,0.325,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,9,0.335,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,9.5,0.344,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,10,0.357,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,10.5,0.364,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,11,0.375,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,11.5,0.384,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,12,0.391,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,12.5,0.399,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,13,0.403,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,13.5,0.411,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,14,0.415,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,14.5,0.42,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,15,0.425,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,15.5,0.426,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,16,0.428,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,16.5,0.433,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,17,0.437,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,17.5,0.439,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,18,0.444,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,18.5,0.449,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,19,0.454,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,19.5,0.459,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,20,0.463,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,20.5,0.467,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,21,0.465,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,21.5,0.467,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,22,0.472,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,22.5,0.474,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,23,0.477,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,23.5,0.481,Gardnerella sp. 3,JCP8017B,1A1
C5,4,A,24,0.477,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,0,0.096,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,0.5,0.099,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,1,0.106,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,1.5,0.117,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,2,0.124,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,2.5,0.133,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,3,0.146,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,3.5,0.157,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,4,0.173,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,4.5,0.196,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,5,0.223,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,5.5,0.249,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,6,0.263,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,6.5,0.286,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,7,0.29,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,7.5,0.304,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,8,0.304,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,8.5,0.32,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,9,0.331,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,9.5,0.337,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,10,0.345,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,10.5,0.35,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,11,0.361,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,11.5,0.367,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,12,0.375,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,12.5,0.384,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,13,0.392,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,13.5,0.397,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,14,0.401,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,14.5,0.405,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,15,0.409,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,15.5,0.411,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,16,0.414,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,16.5,0.419,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,17,0.424,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,17.5,0.424,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,18,0.429,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,18.5,0.434,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,19,0.436,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,19.5,0.438,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,20,0.438,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,20.5,0.447,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,21,0.448,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,21.5,0.448,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,22,0.454,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,22.5,0.455,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,23,0.459,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,23.5,0.459,Gardnerella sp. 3,JCP8017B,1A1
D5,4,A,24,0.461,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,0,0.095,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,0.5,0.095,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,1,0.097,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,1.5,0.101,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,2,0.104,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,2.5,0.109,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,3,0.118,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,3.5,0.132,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,4,0.154,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,4.5,0.186,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,5,0.217,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,5.5,0.262,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,6,0.322,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,6.5,0.38,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,7,0.452,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,7.5,0.492,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,8,0.523,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,8.5,0.556,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,9,0.587,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,9.5,0.622,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,10,0.649,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,10.5,0.67,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,11,0.691,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,11.5,0.711,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,12,0.723,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,12.5,0.73,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,13,0.737,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,13.5,0.739,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,14,0.75,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,14.5,0.754,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,15,0.757,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,15.5,0.761,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,16,0.768,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,16.5,0.775,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,17,0.779,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,17.5,0.787,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,18,0.794,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,18.5,0.807,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,19,0.818,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,19.5,0.835,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,20,0.845,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,20.5,0.858,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,21,0.875,Gardnerella sp. 3,JCP8017B,1A1
E5,4,B,21.5,0.889,Gardnerella sp. 3,JCP8017B,1A1
