well,Number,BioRep,Time,OD,Species,Strain,Batch
A2,1,A,0,0.095,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,0.5,0.096,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,1,0.1,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,1.5,0.102,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,2,0.105,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,2.5,0.108,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,3,0.112,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,3.5,0.114,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,4,0.114,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,4.5,0.114,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,5,0.115,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,5.5,0.116,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,6,0.117,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,6.5,0.118,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,7,0.118,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,7.5,0.119,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,8,0.119,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,8.5,0.12,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,9,0.12,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,9.5,0.123,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,10,0.122,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,10.5,0.127,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,11,0.125,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,11.5,0.132,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,12,0.136,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,12.5,0.143,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,13,0.151,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,13.5,0.167,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,14,0.184,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,14.5,0.204,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,15,0.221,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,15.5,0.243,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,16,0.254,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,16.5,0.255,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,17,0.259,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,17.5,0.261,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,18,0.264,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,18.5,0.264,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,19,0.271,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,19.5,0.27,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,20,0.275,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,20.5,0.275,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,21,0.279,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,21.5,0.28,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,22,0.282,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,22.5,0.286,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,23,0.289,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,23.5,0.291,Gardnerella sp. 10,C0100B2,1A1
A2,1,A,24,0.295,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,0,0.093,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,0.5,0.094,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,1,0.096,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,1.5,0.098,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,2,0.102,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,2.5,0.105,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,3,0.108,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,3.5,0.111,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,4,0.112,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,4.5,0.112,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,5,0.113,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,5.5,0.114,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,6,0.114,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,6.5,0.113,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,7,0.114,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,7.5,0.114,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,8,0.114,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,8.5,0.114,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,9,0.115,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,9.5,0.116,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,10,0.116,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,10.5,0.117,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,11,0.118,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,11.5,0.119,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,12,0.119,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,12.5,0.122,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,13,0.123,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,13.5,0.129,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,14,0.135,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,14.5,0.142,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,15,0.151,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,15.5,0.162,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,16,0.174,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,16.5,0.188,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,17,0.2,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,17.5,0.214,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,18,0.226,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,18.5,0.236,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,19,0.245,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,19.5,0.252,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,20,0.258,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,20.5,0.262,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,21,0.265,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,21.5,0.269,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,22,0.272,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,22.5,0.274,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,23,0.276,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,23.5,0.279,Gardnerella sp. 10,C0100B2,1A1
B2,1,A,24,0.279,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,0,0.095,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,0.5,0.094,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,1,0.096,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,1.5,0.098,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,2,0.102,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,2.5,0.105,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,3,0.108,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,3.5,0.11,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,4,0.113,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,4.5,0.112,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,5,0.113,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,5.5,0.113,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,6,0.114,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,6.5,0.114,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,7,0.115,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,7.5,0.114,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,8,0.115,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,8.5,0.114,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,9,0.116,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,9.5,0.115,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,10,0.116,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,10.5,0.116,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,11,0.117,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,11.5,0.118,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,12,0.117,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,12.5,0.119,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,13,0.119,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,13.5,0.12,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,14,0.12,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,14.5,0.121,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,15,0.122,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,15.5,0.122,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,16,0.123,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,16.5,0.124,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,17,0.126,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,17.5,0.129,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,18,0.132,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,18.5,0.139,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,19,0.143,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,19.5,0.152,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,20,0.165,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,20.5,0.167,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,21,0.173,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,21.5,0.186,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,22,0.188,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,22.5,0.198,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,23,0.205,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,23.5,0.206,Gardnerella sp. 10,C0100B2,1A1
C2,1,A,24,0.205,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,0,0.096,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,0.5,0.097,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,1,0.099,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,1.5,0.103,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,2,0.106,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,2.5,0.108,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,3,0.111,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,3.5,0.115,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,4,0.117,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,4.5,0.118,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,5,0.119,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,5.5,0.118,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,6,0.119,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,6.5,0.119,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,7,0.12,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,7.5,0.12,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,8,0.12,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,8.5,0.121,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,9,0.121,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,9.5,0.122,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,10,0.123,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,10.5,0.123,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,11,0.125,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,11.5,0.127,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,12,0.131,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,12.5,0.137,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,13,0.143,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,13.5,0.15,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,14,0.157,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,14.5,0.165,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,15,0.171,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,15.5,0.177,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,16,0.183,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,16.5,0.188,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,17,0.193,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,17.5,0.194,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,18,0.202,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,18.5,0.211,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,19,0.215,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,19.5,0.216,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,20,0.216,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,20.5,0.217,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,21,0.219,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,21.5,0.223,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,22,0.227,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,22.5,0.227,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,23,0.229,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,23.5,0.233,Gardnerella sp. 10,C0100B2,1A1
D2,1,A,24,0.233,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,0,0.098,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,0.5,0.101,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,1,0.101,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,1.5,0.102,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,2,0.104,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,2.5,0.106,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,3,0.11,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,3.5,0.113,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,4,0.115,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,4.5,0.116,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,5,0.117,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,5.5,0.118,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,6,0.119,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,6.5,0.12,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,7,0.12,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,7.5,0.121,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,8,0.122,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,8.5,0.121,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,9,0.122,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,9.5,0.123,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,10,0.125,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,10.5,0.126,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,11,0.128,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,11.5,0.13,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,12,0.135,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,12.5,0.138,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,13,0.146,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,13.5,0.159,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,14,0.169,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,14.5,0.175,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,15,0.194,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,15.5,0.199,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,16,0.207,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,16.5,0.209,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,17,0.215,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,17.5,0.219,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,18,0.224,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,18.5,0.233,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,19,0.233,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,19.5,0.233,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,20,0.236,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,20.5,0.237,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,21,0.241,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,21.5,0.241,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,22,0.242,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,22.5,0.249,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,23,0.255,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,23.5,0.259,Gardnerella sp. 10,C0100B2,1A1
E2,1,B,24,0.264,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,0,0.102,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,0.5,0.105,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,1,0.104,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,1.5,0.105,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,2,0.107,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,2.5,0.109,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,3,0.112,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,3.5,0.115,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,4,0.117,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,4.5,0.118,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,5,0.118,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,5.5,0.119,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,6,0.12,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,6.5,0.12,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,7,0.121,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,7.5,0.122,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,8,0.122,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,8.5,0.124,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,9,0.125,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,9.5,0.126,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,10,0.127,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,10.5,0.129,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,11,0.132,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,11.5,0.136,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,12,0.139,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,12.5,0.144,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,13,0.15,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,13.5,0.158,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,14,0.17,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,14.5,0.178,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,15,0.188,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,15.5,0.2,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,16,0.209,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,16.5,0.218,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,17,0.231,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,17.5,0.239,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,18,0.246,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,18.5,0.249,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,19,0.258,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,19.5,0.259,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,20,0.266,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,20.5,0.267,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,21,0.268,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,21.5,0.269,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,22,0.272,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,22.5,0.277,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,23,0.277,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,23.5,0.279,Gardnerella sp. 10,C0100B2,1A1
F2,1,B,24,0.3,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,0,0.092,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,0.5,0.094,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,1,0.095,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,1.5,0.097,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,2,0.1,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,2.5,0.103,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,3,0.108,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,3.5,0.111,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,4,0.115,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,4.5,0.116,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,5,0.117,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,5.5,0.118,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,6,0.119,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,6.5,0.12,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,7,0.122,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,7.5,0.123,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,8,0.125,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,8.5,0.125,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,9,0.126,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,9.5,0.126,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,10,0.127,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,10.5,0.127,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,11,0.127,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,11.5,0.129,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,12,0.129,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,12.5,0.132,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,13,0.133,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,13.5,0.137,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,14,0.141,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,14.5,0.147,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,15,0.154,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,15.5,0.163,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,16,0.176,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,16.5,0.192,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,17,0.198,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,17.5,0.204,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,18,0.212,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,18.5,0.219,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,19,0.225,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,19.5,0.228,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,20,0.23,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,20.5,0.231,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,21,0.233,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,21.5,0.233,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,22,0.233,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,22.5,0.238,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,23,0.238,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,23.5,0.241,Gardnerella sp. 10,C0100B2,1A1
G2,1,B,24,0.238,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,0,0.099,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,0.5,0.102,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,1,0.102,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,1.5,0.104,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,2,0.106,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,2.5,0.109,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,3,0.113,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,3.5,0.116,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,4,0.118,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,4.5,0.119,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,5,0.121,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,5.5,0.123,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,6,0.126,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,6.5,0.127,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,7,0.131,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,7.5,0.132,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,8,0.134,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,8.5,0.136,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,9,0.139,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,9.5,0.141,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,10,0.148,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,10.5,0.152,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,11,0.167,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,11.5,0.191,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,12,0.236,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,12.5,0.284,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,13,0.371,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,13.5,0.328,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,14,0.298,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,14.5,0.284,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,15,0.276,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,15.5,0.284,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,16,0.277,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,16.5,0.292,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,17,0.297,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,17.5,0.3,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,18,0.305,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,18.5,0.308,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,19,0.309,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,19.5,0.314,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,20,0.314,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,20.5,0.316,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,21,0.316,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,21.5,0.317,Gardnerella sp. 10,C0100B2,1A1
H2,1,B,22,0.318,Gardnerella sp. 10,C0100B2,1A1
